Location,Price,Total_Area,Price_per_SQFT,Baths,Balcony,BHK,State,Year,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Disaster
"R K Builder,West Punjabi Bagh, Punjabi Bagh,New Delhi",29000000.0,1700,17060.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ranjeet Nagar, New Delhi",3500000.0,600,5830.0,2,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mohan Garden, Razapur Khurd,New Delhi",1900000.0,900,2110.0,3,No,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"virender,Hari Enclave, Hari Nagar,New Delhi",6500000.0,900,7220.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shiv Vihar, Karawal Nagar,New Delhi",3000000.0,160,18750.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Khera Khurd, New Delhi",2000000.0,400,5000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dev Nagar, Karol Bagh,New Delhi",24000000.0,150,1600.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 27 Dwarka, New Delhi",6200000.0,1550,4000.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ghazipur Village, Gazipur,New Delhi",6700000.0,950,7050.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block F, Kondli,New Delhi",5000000.0,450,11110.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"New Friends Colony, New Delhi",14000000.0,868,16129.999999999998,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kondli, New Delhi",2800000.0,344,8140.000000000001,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Janakpuri, New Delhi",6000000.0,1000,6000.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Punjabi Bagh Apartment,West Punjabi Bagh, Punjabi Bagh,New Delhi",27500000.0,800,34380.0,1,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Civil Lines, New Delhi",350000000.0,9900,35350.0,2,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"SOUTH EX ,Kotla Mubarakpur, South Extension I,New Delhi",16000000.0,1800,8890.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"A block near shiv mandir Sangam vihar,Tigri Extension, Sangam Vihar,New Delhi",1800000.0,585,3080.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jasola, New Delhi",5500000.0,1350,4070.000000000001,3,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 16 Rohini ,Sector 16E, Sector 16 Rohini,New Delhi",5000000.0,430,11630.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sultanpuri ,Hari Enclave, Kirari Suleman Nagar,New Delhi",1500000.0,180,8330.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Orchid Apartments,Jasola, New Delhi",1200000.0,300,4000.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"House no 21,Bhogal, Jangpura,New Delhi",6300000.0,900,7000.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Uttam Nagar, Bindapur,New Delhi",7500000.0,892,8410.0,3,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Surbhi Shakshi Society,Nayak Pura, Bijwasan,New Delhi",8000000.0,1200,6670.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Residence welfare association,Bakkarwala, New Delhi",2700000.0,420,6430.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sabhapur, New Delhi",800000.0,225,3560.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"New Kondli, Kondli,New Delhi",6000000.0,1000,6000.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Khadda Colony, Jaitpur,New Delhi",1600000.0,540,2960.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Radha Vihar, Mukundpur,New Delhi",7000000.0,1200,5830.0,3,No,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C 4D, Janakpuri,New Delhi",17500000.0,1400,12500.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Janta Colony, Paschim Vihar,New Delhi",3500000.0,600,5830.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1,New Delhi",22000000.0,1553,14170.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 4 Rohini, New Delhi",1600000.0,400,4000.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA Flats Siraspur,Rana Park, Siraspur,New Delhi",2600000.0,360,7220.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Narela sec G2,Narela Mandi, Narela,New Delhi",2200000.0,550,4000.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Adhyapak Nagar, Nangloi,New Delhi",3950000.0,450,8780.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Maharani Bagh, New Delhi",9000000.0,1100,8180.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 6 Dwarka, New Delhi",18500000.0,1500,12330.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block 56, Karol Bagh,New Delhi",32500000.0,2100,15480.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"West End Greens, Rangpuri,New Delhi",2500000.0,800,3130.0,5,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bharat Vihar, New Delhi",8000000.0,840,9520.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 36 Rohini, New Delhi",3000000.0,765,3920.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"South Pearl 1,Dera Mandi, New Delhi",3100000.0,810,3830.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Libaspur, Samay Pur,New Delhi",5800000.0,534,10860.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"South Ganesh Nagar A Block Near Fairdeal Bajaj,Ganesh Nagar 1, Ganesh Nagar,New Delhi",7900000.0,450,17550.0,2,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"rajapur,Madhu Vihar, New Delhi",3500000.0,463,7560.0,2,No,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"JVTS garden,Chhattarpur Extension, Chhattarpur,New Delhi",13500000.0,1800,7500.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 9 Rohini, New Delhi",12000000.0,800,15000.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block M, Malviya Nagar,New Delhi",9000000.0,1200,7500.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Vishwakarma Park, Laxmi Nagar,New Delhi",25000000.0,2700,9260.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Radheypuri, Krishna Nagar,New Delhi",50000000.0,1600,31250.0,3,No,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shiva Enclave, Pitampura,New Delhi",3500000.0,350,10000.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dallupura, New Delhi",12100000.0,1110,10900.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Phase 3, Model Town,New Delhi",35000000.0,774,45220.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shivaji enclave extension ,Shivaji Enclave, Tagore Garden Extension,New Delhi",1700000.0,800,2130.0,5,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Indra Enclave, Neb Sarai,New Delhi",1600000.0,500,3200.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Neeti Bagh, New Delhi",20000000.0,2000,10000.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Keshav Nagar, Ibrahimpur,New Delhi",2500000.0,540,4630.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"F block ,Dr. Ambedkar Nagar, Madangir,New Delhi",5500000.0,450,12220.0,2,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Indra Enclave, Neb Sarai,New Delhi",40000000.0,4590,8710.0,5,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ashirwad, Paschim Vihar,New Delhi",22500000.0,1400,16070.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Khichripur, Mayur Vihar,New Delhi",4000000.0,222,18020.0,1,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Saroop Nagar, Bhalswa,New Delhi",9100000.0,2070,4400.0,4,Yes,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA Janta Flat ,Connaught Lane, Barakhamba,New Delhi",4200000.0,450,9330.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chhattarpur, New Delhi",14500000.0,1000,14500.0,3,No,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chander Vihar, Nilothi,New Delhi",1700000.0,450,3780.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sri ganga appartments,Block B 2, Manglapuri,New Delhi",4600000.0,2600,1770.0,4,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"West Shalimar Bagh, Shalimar Bagh,New Delhi",14500000.0,1215,11930.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ramesh enclev,Sector 20 Rohini, New Delhi",1800000.0,3700,486000.0,5,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dada flat sector,Sector 16E, Sector 16 Rohini,New Delhi",1800000.0,500,3600.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Molarband Extension, Badarpur,New Delhi",14000000.0,3350,4180.0,3,Yes,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Tigri Extension, Sangam Vihar,New Delhi",3500000.0,620,5640.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block 5, Geeta Colony,New Delhi",5500000.0,872,6310.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Old Mustafabad, New Mustafabad,New Delhi",13000000.0,900,14440.0,3,No,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Manak Vihar, Tihar Village,New Delhi",6000000.0,1350,4440.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Tis Hazari, New Delhi",12000000.0,585,20510.0,2,No,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block CA, Hari Nagar,New Delhi",20000000.0,1350,14810.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dera Village, Dera Mandi,New Delhi",4800000.0,500,9600.0,2,No,6.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kalka Dass, Mehrauli,New Delhi",1425000.0,450,3170.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Signature View Apartments,Mukherjee Nagar, New Delhi",19000000.0,1351,14060.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"RWA Pocket 2,Mayur Vihar Phase 1, New Delhi",16000000.0,1200,13330.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Siri Fort, New Delhi",6000000.0,534,11230.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Jeevan Park, Samay Pur,New Delhi",2900000.0,540,5370.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 23B Dwarka, New Delhi",2100000.0,670,3130.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1,New Delhi",16000000.0,1184,13510.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Narela Mandi, Narela,New Delhi",2200000.0,500,4400.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pul Prahlad Pur, New Delhi",60000000.0,2700,22220.0,4,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"nathu pura,Burari Garhi, Burari,New Delhi",1800000.0,1000,1800.0,3,Yes,,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Uttari Pitampura, Pitampura,New Delhi",3000000.0,400,7500.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Guru Nagar, Nangli Sakrawati,New Delhi",6000000.0,730,8220.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block 21, Tilak Nagar,New Delhi",7500000.0,1000,7500.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block E, Sudarshan Park,New Delhi",11000000.0,2400,4580.0,4,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sukhdev Vihar, New Delhi",14200000.0,1000,14200.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"RZ-805,Tughlakabad Extension, Tughlakabad,New Delhi",2600000.0,550,4730.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"chand nagar,Chandan Hola, New Delhi",3100000.0,597,5190.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block E, Krishna Nagar,New Delhi",9000000.0,900,10000.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rajiv Gandhi Housing Society,Bawana Village, Bawana,New Delhi",1500000.0,360,4170.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Ansal Villas, Sat Bari,New Delhi",3000000.0,675,4440.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bank Colony, Mandoli,New Delhi",9000000.0,1300,6920.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 35 Rohini, New Delhi",1750000.0,360,4860.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"JJ Colony No 2, Nangloi,New Delhi",250000.0,225,1110.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Swasthya Vihar, New Delhi",140000000.0,3330,42040.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Geeta Colony, New Delhi",12000000.0,2160,5550.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Nangloi,Madanpur Dabas, New Delhi",1400000.0,500,2800.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shahpur Jat Village, Siri Fort,New Delhi",11000000.0,450,24440.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA janta flats shivaji enclave ,Shivaji Enclave, Tagore Garden Extension,New Delhi",2650000.0,270,9810.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Aram Bagh, Paharganj,New Delhi",20000000.0,900,22220.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Tilak Ram Colony, Behta Hazipur,New Delhi",1000000.0,225,4440.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kalkaji Extension, New Delhi",60000000.0,1500,40000.0,3,Yes,9.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Indian Air Lines & Air India Estate, Vasant Vihar,New Delhi",94800000.0,2700,35110.0,4,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Old shiv mandir,West End Greens, Rangpuri,New Delhi",4800000.0,445,10790.0,2,No,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"E 29 A Kunwar singh nagar ,Kunwar Singh Nagar, Kamruddin Nagar,New Delhi",3800000.0,150,25330.0,1,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"B107 jagatpuri,Krishna Nagar, New Delhi",2000000.0,450,4440.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block B, Jhilmil Colony,New Delhi",12000000.0,1100,10910.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Bhogal, Jangpura,New Delhi",13000000.0,1200,10830.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 25 Rohini, New Delhi",11000000.0,1100,10000.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Geeta Bhawan,West Punjabi Bagh, Punjabi Bagh,New Delhi",15000000.0,1200,12500.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Vishwakarma Colony, Pul Prahlad Pur,New Delhi",12000000.0,624,19230.0,2,Yes,8.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
" Najafgarh ,Roshan Vihar 1, Najafgarh,New Delhi",10000000.0,895,11170.0,3,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Nirman Vihar,NIrman Vihar, Preet Vihar,New Delhi",13000000.0,800,16250.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Dr. Ambedkar Nagar, Madangir,New Delhi",6500000.0,223,29150.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"avantika,Block Q, Mangolpuri,New Delhi",6000000.0,800,7500.0,5,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Shivaji Park, Punjabi Bagh,New Delhi",7000000.0,400,17500.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Vikas puri extension ,Chander Vihar, Nilothi,New Delhi",1600000.0,450,3560.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"No - A-100,Bhagwati Garden Extension, Dwarka Mor,New Delhi",6000000.0,800,7500.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"ekta apartments ,Sant Nagar, Burari,New Delhi",4000000.0,1000,4000.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA flat sirsspur,Rana Park, Siraspur,New Delhi",2000000.0,365,5480.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 15 rohini G2 block,Sector 15C, Sector 15 Rohini,New Delhi",5500000.0,610,9020.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rohini,Sector 1 Rohini, New Delhi",13000000.0,344,37790.0,1,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Arjun Park, Nangli Sakrawati,New Delhi",7500000.0,3225,2330.0,5,Yes,10.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sultanpur, New Delhi",3500000.0,585,5980.0,2,No,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DUSIB,Tyagi Vihar, Ghevra,New Delhi",2500000.0,150,16670.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"jagatpur,Wazirabad, New Delhi",42000000.0,2520,16670.0,4,Yes,,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Anand Parbat, New Delhi",2800000.0,603,4640.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Gulabi Bagh, New Delhi",3500000.0,780,4490.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DLE Industrial Area, Kirti Nagar,New Delhi",2500000.0,450,5550.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Puth Khurd, New Delhi",7500000.0,150,50000.0,1,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Near Pacific Mall Subhash Nagar ,Shyam Nagar, Vishnu Garden,New Delhi",6000000.0,675,8890.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Karala Village, Karala,New Delhi",2200000.0,704,3130.0,2,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 22 Rohini, New Delhi",6500000.0,900,7220.0,3,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Nangli Vihar Extension, Baprola,New Delhi",4000000.0,450,8890.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"A 2 Block, Paschim Vihar,New Delhi",9000000.0,900,10000.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket M, Sarita Vihar,New Delhi",1200000.0,225,5330.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Johripur Extension, Johripur,New Delhi",4500000.0,375,12000.0,1,No,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Good homes,Badarpur Village, Badarpur,New Delhi",387000.0,270,1430.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Rz 5 1 a,Main Sagarpur, Sagar Pur,New Delhi",8000000.0,558,14340.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"amandeep apartment,Jai Vihar, Baprola,New Delhi",1500000.0,150,10000.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block F, Kondli,New Delhi",16000000.0,150,1070.0,1,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Chandpur Village, New Delhi",6500000.0,950,6840.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Silver Pearls Apartment,Sector 28 Dwarka, New Delhi",5500000.0,1134,4850.0,3,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA LIG Dwarka sector 26,Bharthal, New Delhi",2700000.0,270,10000.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 21 Rohini, New Delhi",1200000.0,270,4440.0,1,No,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kunwar Singh Nagar, Kamruddin Nagar,New Delhi",2700000.0,1500,1800.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Holambi Kalan, New Delhi",4000000.0,500,8000.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 5, Dakshinpuri,New Delhi",1400000.0,100,14000.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Iradat Nagar, New Delhi",4000000.0,900,4440.0,3,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Phase 1, Samay Pur,New Delhi",8500000.0,985,8630.0,3,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Hari Nagar Ashram, New Delhi",9500000.0,650,14620.0,2,No,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Lok Nayak Puram, Bakkarwala,New Delhi",3200000.0,500,6400.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Tigri Extension, Sangam Vihar,New Delhi",13000000.0,1350,9630.0,3,Yes,7.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Taj Enclave, Geeta Colony,New Delhi",22500000.0,1700,13230.0,3,Yes,4.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Sector 18 Rohini, New Delhi",9200000.0,950,9680.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kesari Supar Infra,Block A, Khajoori Khas,New Delhi",1500000.0,450,3330.0,2,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kotla Mahingiran, Lal Kuan,New Delhi",3200000.0,2000,1600.0,4,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Manokamna Apartments,Ganesh Nagar II, Ganesh Nagar,New Delhi",2650000.0,505,5250.0,2,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kailash Hills, East Of Kailash,New Delhi",100000000.0,5000,20000.0,5,Yes,7.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block C, New Ashok Nagar,New Delhi",9800000.0,450,21780.0,2,No,9.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"8 block,Block D, Vijay Nagar,New Delhi",4000000.0,900,4440.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Pocket B, Sidhartha Nagar,New Delhi",12000000.0,850,14120.0,3,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Local,Sector 38 Rohini, New Delhi",3500000.0,450,7780.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Madanpur Dabas, New Delhi",2500000.0,540,4630.0,2,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Block B, Vinod Nagar East,New Delhi",3700000.0,600,6170.0,2,No,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Gorakh Park East, Shahdara,New Delhi",10800000.0,2250,4800.0,4,Yes,5.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"New Kondli, Kondli,New Delhi",7000000.0,400,17500.0,2,Yes,3.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"DDA LIG SECTOR 35 ROHINI ,Sector 35 Rohini, New Delhi",2500000.0,390,6410.0,1,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Kotla Mubarakpur, Sewa Nagar,New Delhi",2500000.0,270,9260.0,1,Yes,2.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
"Mangol puri,Block Q, Mangolpuri,New Delhi",6500000.0,800,8130.000000000001,3,Yes,1.0,Delhi,2016,Central Delhi,15.3,Mist,72,9.4,smog
